1326067203000 1.2678366005000001 1.2681433995
1326150000000 1.276746155 1.277053845
1326236400000 1.2770161415 1.2773238585
1326322800000 1.2707164565 1.2710235435000001
1326409213000 1.2813259275 1.2815740725
1326668400000 1.2637567914999999 1.2645832085000002
1326754800000 1.2648167515 1.2651232485000001
1326841232000 1.2739162979999998 1.274163702
1326927602000 1.2851857345 1.2854342655
1327014005000 1.2965851645000002 1.2968348355
1327273200000 1.2878955975 1.2882044025000001
1327359600000 1.3012849295 1.3015350705
1327446000000 1.3029748435 1.3032851565
1327532401000 1.309934497 1.310185503
1327618912000 1.3103644755 1.3106155245000002
1327878000000 1.3211939300000002 1.3216060699999999
1327964400000 1.3139142965 1.3142257035
1328050800000 1.3088745485 1.3091854515
1328137200000 1.316834152 1.317085848
1328223601000 1.3144442715 1.3146957285
1328482800000 1.3123343755 1.3126456245
1328569200000 1.312304377 1.3126156230000001
1328655600000 1.3260136915 1.3263263084999999
1328742000000 1.324903747 1.325216253
1328828400000 1.3283835744999999 1.3286364255
1329087601000 1.3238338005 1.3241461995
1329174000000 1.317174135 1.3174258650000001
1329260400000 1.3126743585 1.3129856415
1329346804000 1.305794704 1.306045296
1329433200000 1.3129643439999998 1.313275656
1329692400000 1.320203982 1.320516018
1329778812000 1.3232838295 1.3235361705
1329865200000 1.3230138415000001 1.3233261585
1329951600000 1.324633762 1.3248862380000002
1330038000000 1.3370931375 1.3374068625
1330297200000 1.3457727005 1.3462072994999998
1330383600000 1.3392730285 1.3395869715
1330470000000 1.3456627105 1.3459172895
1330556403000 1.3323033785 1.3325566215
1330642821000 1.331513418 1.3317665820000002
1330902002000 1.31944402 1.31975598
1330988400000 1.3213839245 1.3216360754999998
1331074800000 1.3114144214999999 1.3117255785000002
1331161200000 1.3149342455 1.3152457545
1331247600000 1.3273336255 1.3276463745
1331506806000 1.3115144165 1.3118255835000001
1331593201000 1.3154042229999998 1.315675777
1331679600000 1.3081445865 1.3083954135
1331766016000 1.30294484625 1.30320515375
1331852400000 1.3069946435000002 1.3072653564999999
1332111641000 1.317884098 1.318195902
1332198000000 1.3232838295 1.3235361705
1332284400000 1.322833852 1.323086148
1332370800000 1.321143936 1.3214160640000001
1332457200000 1.3197540054999999 1.3200259945000001
